ZBUKR	LIFNR	VBLNR	VALUT	ZBNKS	ZBNKL	ZBNKN	RZAWE	EMPFG
2000	0000100176	2000000356	2026-02-11	LU	96761901	185576258731	T	0000100176
4000	0000100177	2000000357	2026-02-01	GB	19047916	216951651637	C	0000100177
4000	0000100177	2000000358	2026-06-21	GB	19047916	216951651637	T	0000100177
4000	0000100177	2000000359	2026-09-15	GB	19047916	216951651637	T	0000100177
2000	0000100178	2000000360	2026-10-21	JP	43205547	301437615737	C	0000100178
2000	0000100178	2000000361	2026-06-23	LU	63726432	994787577174	C	0000100178
5000	0000100179	2000000362	2026-08-05	MY	23180418	724188162226	C	0000100179
5000	0000100179	2000000363	2026-10-15	MY	23180418	724188162226	T	0000100179
5000	0000100180	2000000364	2026-08-05	NL	44453478	869033761358	C	0000100180
5000	0000100180	2000000365	2026-08-16	NL	44453478	869033761358	C	0000100180
3000	0000100181	2000000366	2026-06-03	IN	20051955	744628270946	U	0000100181
3000	0000100181	2000000367	2026-05-15	IN	20051955	744628270946	T	0000100181
3000	0000100182	2000000368	2026-06-27	NL	26655697	824470428524	U	0000100182
4000	0000100183	2000000369	2026-04-13	GB	70660630	280526127403	C	0000100183
4000	0000100183	2000000370	2026-07-29	GB	70660630	280526127403	T	0000100183
4000	0000100183	2000000371	2026-05-03	GB	70660630	280526127403	U	0000100183
4000	0000100183	2000000372	2026-07-09	GB	70660630	280526127403	C	0000100183
2000	0000100184	2000000373	2026-04-20	NL	78116593	819804469431	C	0000100184
2000	0000100184	2000000374	2026-05-12	NL	78116593	819804469431	C	0000100184
2000	0000100184	2000000375	2026-03-27	NL	78116593	819804469431	U	0000100184
2000	0000100185	2000000376	2026-04-23	FR	90422398	448922423471	C	0000100185
2000	0000100185	2000000377	2026-06-12	FR	90422398	448922423471	C	0000100185
2000	0000100185	2000000378	2026-07-01	FR	90422398	448922423471	T	0000100185
2000	0000100185	2000000379	2026-06-08	FR	90422398	448922423471	C	0000100185
2000	0000100185	2000000380	2026-09-13	FR	90422398	448922423471	T	0000100185
2000	0000100185	2000000381	2026-05-04	FR	90422398	448922423471	U	0000100185
3000	0000100186	2000000382	2026-05-20	KR	55054347	857728249523	U	0000100186
3000	0000100186	2000000383	2026-01-31	HK	13143358	588008931729	U	0000100186
3000	0000100186	2000000384	2026-07-22	HK	13143358	588008931729	U	0000100186
4000	0000100188	2000000385	2026-02-12	FR	28473692	913982236501	C	0000100188
4000	0000100188	2000000386	2026-07-01	US	65305272	598209209141	U	0000100188
3000	0000100189	2000000387	2026-02-11	US	11545382	954666270300	T	0000100189
3000	0000100189	2000000388	2026-03-30	US	11545382	954666270300	T	0000100189
1000	0000100190	2000000389	2026-09-04	JP	23051279	187889203036	C	0000100190
1000	0000100190	2000000390	2026-08-24	JP	23051279	187889203036	C	0000100190
4000	0000100191	2000000391	2026-05-10	CH	75724072	152012024636	U	0000100191
4000	0000100191	2000000392	2026-05-04	CH	75724072	152012024636	U	0000100191
4000	0000100191	2000000393	2026-09-02	CH	75724072	152012024636	C	0000100191
3000	0000100192	2000000394	2026-04-06	LU	92039240	721698836564	T	0000100192
5000	0000100193	2000000395	2026-06-16	GB	68302468	449514939135	T	0000100193
5000	0000100193	2000000396	2026-07-04	VN	78676377	514467328363	U	0000100193
2000	0000100194	2000000397	2026-09-15	AE	42984605	769615399785	T	0000100194
2000	0000100194	2000000398	2026-03-21	AE	42984605	769615399785	T	0000100194
4000	0000100195	2000000399	2026-04-27	LU	94207715	559999654148	T	0000100195
2000	0000100196	2000000400	2026-09-08	TH	11431037	116452155004	C	0000100196
2000	0000100196	2000000401	2026-02-20	TH	11431037	116452155004	C	0000100196
4000	0000100197	2000000402	2026-07-07	NL	85644215	335351545618	T	0000100197
5000	0000100198	2000000403	2026-03-24	VN	12180587	281908410434	C	0000100198
5000	0000100198	2000000404	2026-06-06	VN	12180587	281908410434	C	0000100198
1000	0000100199	2000000405	2026-04-11	JP	95274572	869673289097	C	THIRDPARTY
1000	0000100199	2000000406	2026-05-27	JP	95274572	869673289097	T	0000100199
1000	0000100199	2000000407	2026-01-23	JP	95274572	869673289097	T	0000100199
1000	0000100199	2000000408	2026-03-24	JP	95274572	869673289097	C	0000100199
4000	0000100200	2000000409	2026-04-17	GB	14169784	271274112337	U	0000100200
4000	0000100200	2000000410	2026-04-03	GB	14169784	271274112337	T	0000100200
4000	0000100200	2000000411	2026-09-22	GB	14169784	271274112337	T	0000100200
4000	0000100200	2000000412	2026-08-05	GB	14169784	271274112337	C	0000100200
2000	0000100201	2000000413	2026-08-27	IN	66275595	107493434933	T	0000100201
2000	0000100201	2000000414	2026-07-20	KR	19458514	601641006182	C	0000100201
3000	0000100202	2000000415	2026-09-01	AE	55655272	312972915162	U	0000100202
3000	0000100202	2000000416	2026-08-02	AE	55655272	312972915162	U	0000100202
3000	0000100202	2000000417	2026-08-03	AE	55655272	312972915162	T	0000100202
2000	0000100203	2000000418	2026-08-17	LU	98926401	493165375436	C	0000100203
2000	0000100203	2000000419	2026-02-11	LU	98926401	493165375436	U	0000100203
2000	0000100203	2000000420	2026-08-15	LU	98926401	493165375436	U	0000100203
5000	0000100204	2000000421	2026-01-25	VN	50658756	716945698886	T	0000100204
5000	0000100204	2000000422	2026-04-30	CN	57358997	150810564037	C	0000100204
5000	0000100205	2000000423	2026-06-17	VN	53886511	840621508363	C	0000100205
4000	0000100206	2000000424	2026-04-09	CN	45769947	839721371104	T	0000100206
4000	0000100206	2000000425	2026-07-26	CN	45769947	839721371104	U	0000100206
3000	0000100207	2000000426	2026-02-15	US	32159572	318183042925	C	0000100207
3000	0000100207	2000000427	2026-09-26	US	32159572	318183042925	U	0000100207
3000	0000100208	2000000428	2026-07-14	JP	68201260	955226404141	T	0000100208
4000	0000100209	2000000429	2026-09-22	HK	34608482	162049692219	T	0000100209
4000	0000100209	2000000430	2026-08-30	HK	34608482	162049692219	C	0000100209
4000	0000100209	2000000431	2026-06-13	NL	80150313	605672010864	U	0000100209
5000	0000100210	2000000432	2026-04-01	VN	36199932	212404868372	C	0000100210
5000	0000100210	2000000433	2026-03-26	VN	36199932	212404868372	C	0000100210
5000	0000100210	2000000434	2026-08-19	VN	36199932	212404868372	U	THIRDPARTY
5000	0000100211	2000000435	2026-02-18	VN	91685304	400870495615	U	0000100211
5000	0000100211	2000000436	2026-08-28	VN	91685304	400870495615	T	0000100211
5000	0000100211	2000000437	2026-06-23	VN	91685304	400870495615	U	0000100211
5000	0000100211	2000000438	2026-06-22	VN	91685304	400870495615	U	0000100211
5000	0000100211	2000000439	2026-07-05	VN	91685304	400870495615	U	0000100211
3000	0000100212	2000000440	2026-07-19	CN	90567347	289140513738	C	0000100212
3000	0000100212	2000000441	2026-07-21	CN	90567347	289140513738	C	0000100212
1000	0000100213	2000000442	2026-10-16	US	63263177	422117011471	C	0000100213
1000	0000100214	2000000443	2026-10-13	AE	13946588	569334956446	T	0000100214
1000	0000100214	2000000444	2026-06-07	AE	13946588	569334956446	U	0000100214
2000	0000100215	2000000445	2026-09-11	NL	69808224	482217078997	C	0000100215
2000	0000100215	2000000446	2026-03-10	NL	69808224	482217078997	T	0000100215
2000	0000100215	2000000447	2026-10-17	NL	69808224	482217078997	T	0000100215
2000	0000100216	2000000448	2026-06-28	FR	14895909	761025814979	T	0000100216
2000	0000100216	2000000449	2026-07-23	FR	14895909	761025814979	T	0000100216
2000	0000100216	2000000450	2026-08-12	FR	14895909	761025814979	C	0000100216
3000	0000100217	2000000451	2026-06-01	PA	34977164	636559713725	C	0000100217
3000	0000100217	2000000452	2026-07-08	PA	34977164	636559713725	T	0000100217
3000	0000100217	2000000453	2026-07-18	PA	34977164	636559713725	U	0000100217
2000	0000100218	2000000454	2026-06-12	CN	11426970	740778329430	U	0000100218
2000	0000100218	2000000455	2026-03-04	LU	82348851	886161819527	T	0000100218
5000	0000100219	2000000456	2026-10-13	KY	96974492	920333735921	C	0000100219
5000	0000100219	2000000457	2026-06-09	KY	96974492	920333735921	U	0000100219
2000	0000100220	2000000458	2026-07-24	VN	83329825	201705257219	C	0000100220
2000	0000100220	2000000459	2026-04-21	VN	83329825	201705257219	T	0000100220
4000	0000100221	2000000460	2026-06-24	FR	76156437	763225463149	T	0000100221
4000	0000100221	2000000461	2026-06-20	FR	76156437	763225463149	T	0000100221
1000	0000100223	2000000462	2026-09-03	JP	45964140	640750793505	U	0000100223
2000	0000100224	2000000463	2026-03-01	NL	73200056	593432426875	C	0000100224
2000	0000100224	2000000464	2026-04-20	NL	73200056	593432426875	U	0000100224
2000	0000100224	2000000465	2026-05-05	NL	73200056	593432426875	U	0000100224
5000	0000100225	2000000466	2026-05-26	DE	20168279	201683841848	C	0000100225
5000	0000100225	2000000467	2026-09-26	DE	20168279	201683841848	U	0000100225
1000	0000100226	2000000468	2026-07-05	KR	31936405	892153318013	U	0000100226
1000	0000100226	2000000469	2026-03-07	KR	31936405	892153318013	U	0000100226
1000	0000100226	2000000470	2026-09-30	SG	28376578	360610454046	U	0000100226
5000	0000100227	2000000471	2026-07-26	VN	76689038	482811364521	C	0000100227
5000	0000100227	2000000472	2026-04-10	VN	76689038	482811364521	C	0000100227
5000	0000100227	2000000473	2026-04-26	VN	76689038	482811364521	T	THIRDPARTY
5000	0000100227	2000000474	2026-08-25	VN	76689038	482811364521	U	0000100227
5000	0000100227	2000000475	2026-03-02	VN	76689038	482811364521	U	0000100227
5000	0000100228	2000000476	2026-06-19	VN	57594652	107037206757	U	0000100228
5000	0000100228	2000000477	2026-03-02	VN	57594652	107037206757	T	0000100228
5000	0000100228	2000000478	2026-08-19	VN	57594652	107037206757	U	0000100228
5000	0000100229	2000000479	2026-05-26	CN	81710741	501467947079	U	0000100229
5000	0000100229	2000000480	2026-04-06	CN	81710741	501467947079	C	0000100229
5000	0000100229	2000000481	2026-02-19	CN	81710741	501467947079	C	0000100229
3000	0000100230	2000000482	2026-07-28	US	99397303	318214404964	U	0000100230
4000	0000100231	2000000483	2026-08-01	GB	23495491	225082444960	T	0000100231
3000	0000100232	2000000484	2026-08-02	VN	75856067	448603718590	C	0000100232
3000	0000100232	2000000485	2026-08-03	VN	75856067	448603718590	C	0000100232
3000	0000100232	2000000486	2026-06-07	VN	75856067	448603718590	U	0000100232
3000	0000100234	2000000487	2026-07-11	US	99454310	174426110705	U	0000100234
3000	0000100234	2000000488	2026-04-18	US	99454310	174426110705	T	0000100234
3000	0000100234	2000000489	2026-08-22	US	99454310	174426110705	U	0000100234
3000	0000100234	2000000490	2026-07-29	US	99454310	174426110705	T	0000100234
3000	0000100235	2000000491	2026-08-17	JP	81186416	217754345824	T	0000100235
3000	0000100235	2000000492	2026-04-30	JP	81186416	217754345824	C	0000100235
3000	0000100235	2000000493	2026-03-16	FR	87001201	400818815138	T	0000100235
3000	0000100235	2000000494	2026-08-19	JP	81186416	217754345824	C	0000100235
3000	0000100235	2000000495	2026-08-19	JP	81186416	217754345824	T	0000100235
5000	0000100236	2000000496	2026-06-11	VN	65066715	313698651987	C	0000100236
1000	0000100237	2000000497	2026-04-26	JP	90611674	688387822329	U	THIRDPARTY
1000	0000100237	2000000498	2026-02-25	JP	90611674	688387822329	C	0000100237
1000	0000100237	2000000499	2026-03-31	JP	90611674	688387822329	U	0000100237
1000	0000100237	2000000500	2026-10-31	JP	90611674	688387822329	C	0000100237
5000	0000100239	2000000501	2026-03-12	VN	53281931	340551781710	U	THIRDPARTY
5000	0000100239	2000000502	2026-07-05	VN	53281931	340551781710	C	0000100239
5000	0000100239	2000000503	2026-03-23	VN	53281931	340551781710	T	0000100239
4000	0000100240	2000000504	2026-01-28	NL	28297329	986315101416	C	0000100240
4000	0000100240	2000000505	2026-10-11	NL	28297329	986315101416	T	0000100240
5000	0000100242	2000000506	2026-04-25	NL	72828626	177197583898	T	0000100242
5000	0000100242	2000000507	2026-10-23	NL	72828626	177197583898	T	0000100242
5000	0000100242	2000000508	2026-04-30	NL	72828626	177197583898	T	0000100242
5000	0000100242	2000000509	2026-07-26	NL	72828626	177197583898	U	0000100242
4000	0000100244	2000000510	2026-05-22	IT	85146714	353857662128	C	0000100244
4000	0000100244	2000000511	2026-06-15	DE	23449964	528018682853	C	0000100244
4000	0000100244	2000000512	2026-06-09	DE	23449964	528018682853	C	0000100244
4000	0000100245	2000000513	2026-08-04	GB	51356774	908384435633	T	0000100245
4000	0000100245	2000000514	2026-10-07	GB	51356774	908384435633	U	0000100245
4000	0000100245	2000000515	2026-02-21	GB	51356774	908384435633	C	0000100245
4000	0000100246	2000000516	2026-03-22	HK	10816310	675387049337	U	THIRDPARTY
4000	0000100246	2000000517	2026-04-22	HK	10816310	675387049337	C	0000100246
5000	0000100247	2000000518	2026-07-07	NL	24855334	431400983391	C	0000100247
5000	0000100247	2000000519	2026-06-02	NL	24855334	431400983391	U	0000100247
5000	0000100247	2000000520	2026-03-24	NL	24855334	431400983391	U	0000100247
5000	0000100247	2000000521	2026-01-23	NL	24855334	431400983391	U	THIRDPARTY
5000	0000100249	2000000522	2026-05-02	VN	42213191	492658640004	U	0000100249
3000	0000100250	2000000523	2026-07-08	CH	86530370	297260356874	U	0000100250
3000	0000100250	2000000524	2026-08-30	CH	86530370	297260356874	T	0000100250
3000	0000100251	2000000525	2026-04-21	US	18517792	585678189716	C	0000100251
3000	0000100251	2000000526	2026-04-26	US	18517792	585678189716	C	0000100251
3000	0000100251	2000000527	2026-03-01	US	18517792	585678189716	C	0000100251
3000	0000100251	2000000528	2026-05-27	US	18517792	585678189716	C	0000100251
5000	0000100252	2000000529	2026-09-19	AE	60621720	358274717669	C	0000100252
3000	0000100253	2000000530	2026-06-22	DE	23202690	655633468576	T	0000100253
5000	0000100254	2000000531	2026-09-16	VN	19062017	748265182011	T	0000100254
5000	0000100254	2000000532	2026-07-05	VN	19062017	748265182011	T	0000100254
5000	0000100254	2000000533	2026-09-08	VN	19062017	748265182011	T	0000100254
5000	0000100254	2000000534	2026-04-11	VN	19062017	748265182011	T	0000100254
2000	0000100255	2000000535	2026-06-28	IT	65131908	457326145583	U	0000100255
2000	0000100256	2000000536	2026-08-04	TH	53136570	539384040011	C	0000100256
1000	0000100257	2000000537	2026-03-07	IT	91526253	962613732024	C	0000100257
1000	0000100257	2000000538	2026-03-28	IT	91526253	962613732024	C	0000100257
1000	0000100257	2000000539	2026-04-29	IT	91526253	962613732024	U	0000100257
1000	0000100257	2000000540	2026-09-05	IT	91526253	962613732024	C	0000100257
1000	0000100257	2000000541	2026-08-15	IT	91526253	962613732024	C	0000100257
2000	0000100258	2000000542	2026-04-15	FR	13241488	931886504382	U	0000100258
2000	0000100258	2000000543	2026-08-19	FR	13241488	931886504382	C	0000100258
2000	0000100259	2000000544	2026-03-31	HK	23978164	418108865285	T	0000100259
2000	0000100259	2000000545	2026-08-18	HK	23978164	418108865285	C	0000100259
2000	0000100261	2000000546	2026-01-17	TH	13615866	907056642807	U	0000100261
2000	0000100261	2000000547	2026-05-06	TH	13615866	907056642807	C	0000100261
2000	0000100261	2000000548	2026-09-14	TH	13615866	907056642807	U	0000100261
2000	0000100261	2000000549	2026-05-08	TH	13615866	907056642807	U	0000100261
2000	0000100261	2000000550	2026-09-11	TH	13615866	907056642807	U	0000100261
3000	0000100262	2000000551	2026-08-13	KR	39815804	495227856721	C	0000100262
3000	0000100262	2000000552	2026-05-09	PA	86748715	188566245121	U	0000100262
3000	0000100262	2000000553	2026-07-20	KR	39815804	495227856721	T	0000100262
3000	0000100262	2000000554	2026-01-27	KR	39815804	495227856721	T	0000100262
4000	0000100263	2000000555	2026-04-02	GB	77831821	236842839707	U	0000100263
5000	0000100264	2000000556	2026-03-12	MY	19443622	899880205042	C	0000100264
5000	0000100264	2000000557	2026-08-13	MY	19443622	899880205042	T	0000100264
5000	0000100264	2000000558	2026-09-22	MY	19443622	899880205042	C	0000100264
5000	0000100264	2000000559	2026-06-11	MY	19443622	899880205042	U	0000100264
5000	0000100265	2000000560	2026-08-04	JP	72664248	107539013873	T	0000100265
4000	0000100266	2000000561	2026-07-09	HK	40355293	780322224410	U	0000100266
4000	0000100266	2000000562	2026-04-18	US	67242634	173932467922	U	0000100266
3000	0000100267	2000000563	2026-02-02	CH	80530418	952876835998	T	0000100267
3000	0000100267	2000000564	2026-02-13	IN	80010217	603031230410	U	0000100267
3000	0000100267	2000000565	2026-08-23	CH	80530418	952876835998	T	0000100267
2000	0000100268	2000000566	2026-07-08	NL	37999856	185299313703	C	0000100268
2000	0000100268	2000000567	2026-09-03	NL	37999856	185299313703	C	0000100268
2000	0000100268	2000000568	2026-02-10	NL	37999856	185299313703	T	0000100268
1000	0000100269	2000000569	2026-09-20	US	71321475	160544038280	T	0000100269
1000	0000100269	2000000570	2026-08-18	US	71321475	160544038280	U	0000100269
1000	0000100269	2000000571	2026-08-10	US	71321475	160544038280	T	0000100269
4000	0000100270	2000000572	2026-08-26	IN	79661070	105238660643	C	0000100270
4000	0000100270	2000000573	2026-06-01	IN	79661070	105238660643	T	0000100270
4000	0000100270	2000000574	2026-08-01	IN	79661070	105238660643	U	0000100270
5000	0000100271	2000000575	2026-09-10	IN	79202478	363076033561	T	0000100271
5000	0000100271	2000000576	2026-04-01	IN	79202478	363076033561	U	0000100271
5000	0000100271	2000000577	2026-08-26	IN	79202478	363076033561	U	0000100271
5000	0000100272	2000000578	2026-07-15	VN	15130164	242672962544	T	0000100272
5000	0000100272	2000000579	2026-09-09	KY	45763416	439245622629	U	0000100272
5000	0000100272	2000000580	2026-05-23	VN	15130164	242672962544	T	0000100272
1000	0000100273	2000000581	2026-05-22	JP	43684230	251132110100	C	0000100273
1000	0000100273	2000000582	2026-04-17	JP	43684230	251132110100	U	0000100273
1000	0000100273	2000000583	2026-05-06	JP	43684230	251132110100	C	0000100273
1000	0000100273	2000000584	2026-06-19	JP	43684230	251132110100	U	0000100273
1000	0000100274	2000000585	2026-03-20	JP	46286080	786663290124	U	0000100274
2000	0000100275	2000000586	2026-03-14	NL	42436339	251648642743	U	0000100275
2000	0000100275	2000000587	2026-07-15	NL	42436339	251648642743	U	0000100275
2000	0000100275	2000000588	2026-08-30	NL	42436339	251648642743	C	0000100275
2000	0000100275	2000000589	2026-09-04	NL	42436339	251648642743	T	0000100275
3000	0000100276	2000000590	2026-08-08	US	17935008	520885257658	C	0000100276
3000	0000100276	2000000591	2026-02-19	US	17935008	520885257658	U	0000100276
4000	0000100277	2000000592	2026-07-02	GB	68976722	968855997848	T	0000100277
4000	0000100277	2000000593	2026-06-08	KR	20109338	326519037110	U	THIRDPARTY
4000	0000100277	2000000594	2026-09-06	KR	20109338	326519037110	C	0000100277
4000	0000100277	2000000595	2026-03-23	KR	20109338	326519037110	U	0000100277
4000	0000100277	2000000596	2026-06-07	GB	68976722	968855997848	U	0000100277
4000	0000100277	2000000597	2026-03-16	KR	20109338	326519037110	T	THIRDPARTY
2000	0000100278	2000000598	2026-03-12	JP	37737077	563335225350	T	0000100278
2000	0000100278	2000000599	2026-03-04	JP	37737077	563335225350	U	0000100278
2000	0000100278	2000000600	2026-07-24	JP	37737077	563335225350	T	0000100278
1000	0000100279	2000000601	2026-06-24	US	88540077	687577934987	U	0000100279
2000	0000100280	2000000602	2026-09-07	NL	78412991	692192528884	T	0000100280
4000	0000100281	2000000603	2026-07-04	VN	71619168	148491421177	C	0000100281
3000	0000100282	2000000604	2026-08-01	US	53269625	539635009524	C	0000100282
5000	0000100283	2000000605	2026-03-22	VN	70311638	286675199573	U	0000100283
4000	0000100284	2000000606	2026-06-16	AE	92137874	619582086435	C	0000100284
4000	0000100284	2000000607	2026-08-13	AE	92137874	619582086435	T	0000100284
4000	0000100284	2000000608	2026-04-28	AE	92137874	619582086435	T	0000100284
5000	0000100285	2000000609	2026-02-08	HK	33103185	558984374921	C	0000100285
5000	0000100285	2000000610	2026-04-05	HK	33103185	558984374921	U	0000100285
5000	0000100285	2000000611	2026-08-10	HK	33103185	558984374921	C	0000100285
5000	0000100285	2000000612	2026-07-12	HK	33103185	558984374921	C	0000100285
1000	0000100286	2000000613	2026-03-20	AE	49356892	957094581831	T	0000100286
1000	0000100286	2000000614	2026-04-05	AE	49356892	957094581831	U	0000100286
2000	0000100287	2000000615	2026-03-30	NL	15909310	253387783279	C	0000100287
2000	0000100287	2000000616	2026-02-06	LU	95432117	139729617792	C	0000100287
2000	0000100287	2000000617	2026-04-24	CN	28935250	938302188690	T	0000100287
2000	0000100287	2000000618	2026-05-31	LU	95432117	139729617792	C	0000100287
5000	0000100288	2000000619	2026-08-18	VN	54491739	138190444155	T	0000100288
5000	0000100288	2000000620	2026-07-18	VN	54491739	138190444155	T	0000100288
2000	0000100289	2000000621	2026-04-17	CH	99597962	266274977258	T	0000100289
2000	0000100289	2000000622	2026-09-25	KR	65108201	894385838056	T	0000100289
2000	0000100290	2000000623	2026-05-22	NL	33160479	717282258757	U	0000100290
2000	0000100290	2000000624	2026-05-19	NL	33160479	717282258757	T	0000100290
2000	0000100291	2000000625	2026-07-30	NL	91509074	273511360750	U	0000100291
2000	0000100291	2000000626	2026-03-24	NL	91509074	273511360750	T	THIRDPARTY
2000	0000100291	2000000627	2026-03-07	NL	91509074	273511360750	U	0000100291
2000	0000100292	2000000628	2026-04-17	TH	73574760	401282966477	C	0000100292
2000	0000100292	2000000629	2026-07-18	TH	73574760	401282966477	U	0000100292
3000	0000100293	2000000630	2026-10-14	US	24958539	234464630787	U	0000100293
3000	0000100293	2000000631	2026-05-26	US	24958539	234464630787	C	0000100293
3000	0000100293	2000000632	2026-02-08	US	24958539	234464630787	T	0000100293
4000	0000100294	2000000633	2026-05-26	PA	95436424	156106376591	T	0000100294
2000	0000100295	2000000634	2026-04-21	FR	96512594	657563275914	C	0000100295
2000	0000100295	2000000635	2026-02-17	CH	83754049	811709653733	C	0000100295
2000	0000100295	2000000636	2026-09-30	FR	96512594	657563275914	T	0000100295
2000	0000100296	2000000637	2026-04-25	IN	68427178	633569597031	U	0000100296
2000	0000100296	2000000638	2026-10-09	IN	68427178	633569597031	C	0000100296
2000	0000100296	2000000639	2026-08-20	IN	68427178	633569597031	U	0000100296
3000	0000100298	2000000640	2026-03-18	US	77219332	446839496776	U	0000100298
3000	0000100298	2000000641	2026-06-03	KY	39966959	238652000993	T	0000100298
4000	0000100299	2000000642	2026-06-01	GB	88150517	441857751057	C	0000100299
4000	0000100299	2000000643	2026-08-06	GB	88150517	441857751057	U	0000100299
4000	0000100299	2000000644	2026-07-18	GB	88150517	441857751057	T	0000100299
2000	0000100300	2000000645	2026-03-11	NL	98347916	668953279894	T	0000100300
2000	0000100300	2000000646	2026-03-11	NL	98347916	668953279894	C	0000100300
2000	0000100300	2000000647	2026-08-26	NL	98347916	668953279894	T	0000100300
2000	0000100300	2000000648	2026-05-02	NL	98347916	668953279894	U	0000100300
4000	0000100301	2000000649	2026-06-25	GB	70729665	275083513411	T	0000100301
4000	0000100301	2000000650	2026-08-27	GB	70729665	275083513411	U	THIRDPARTY
4000	0000100301	2000000651	2026-06-21	GB	70729665	275083513411	C	0000100301
4000	0000100301	2000000652	2026-08-18	GB	70729665	275083513411	T	0000100301
4000	0000100301	2000000653	2026-02-13	GB	70729665	275083513411	T	0000100301
2000	0000100302	2000000654	2026-07-23	HK	53801765	533828007060	T	0000100302
2000	0000100302	2000000655	2026-08-03	HK	53801765	533828007060	U	0000100302
2000	0000100302	2000000656	2026-02-05	HK	53801765	533828007060	U	0000100302
2000	0000100302	2000000657	2026-07-14	HK	53801765	533828007060	U	0000100302
3000	0000100304	2000000658	2026-07-20	FR	15137084	672874340974	C	0000100304
5000	0000100305	2000000659	2026-10-08	VN	63725052	508376412288	C	0000100305
5000	0000100305	2000000660	2026-08-20	IT	12051796	742386263882	U	0000100305
5000	0000100305	2000000661	2026-07-12	IT	12051796	742386263882	C	0000100305
2000	0000100306	2000000662	2026-06-12	NL	51565594	681703658804	C	0000100306
2000	0000100306	2000000663	2026-04-13	NL	51565594	681703658804	U	0000100306
5000	0000100307	2000000664	2026-08-24	IN	25113353	136147424960	T	0000100307
5000	0000100307	2000000665	2026-08-22	IN	25113353	136147424960	C	0000100307
3000	0000100308	2000000666	2026-08-26	US	73661838	983085797878	C	0000100308
5000	0000100309	2000000667	2026-05-13	VN	25627719	745556682696	T	0000100309
5000	0000100309	2000000668	2026-05-09	VN	25627719	745556682696	C	0000100309
4000	0000100310	2000000669	2026-02-26	IN	22937086	793869136536	T	0000100310
4000	0000100310	2000000670	2026-09-07	IN	22937086	793869136536	U	THIRDPARTY
4000	0000100310	2000000671	2026-06-03	IN	22937086	793869136536	T	0000100310
1000	0000100311	2000000672	2026-03-31	TH	22878470	820098629079	U	0000100311
1000	0000100311	2000000673	2026-08-31	TH	22878470	820098629079	T	0000100311
1000	0000100311	2000000674	2026-07-18	TH	22878470	820098629079	C	THIRDPARTY
1000	0000100311	2000000675	2026-05-15	TH	22878470	820098629079	T	0000100311
5000	0000100312	2000000676	2026-03-04	AE	35569099	324309825068	U	0000100312
5000	0000100312	2000000677	2026-06-03	AE	35569099	324309825068	U	0000100312
1000	0000100313	2000000678	2026-09-26	CN	42041321	593401781909	T	0000100313
1000	0000100313	2000000679	2026-03-01	CN	42041321	593401781909	C	0000100313
1000	0000100313	2000000680	2026-03-06	CN	42041321	593401781909	U	0000100313
1000	0000100313	2000000681	2026-07-11	CN	42041321	593401781909	C	0000100313
1000	0000100313	2000000682	2026-08-06	CN	42041321	593401781909	U	0000100313
1000	0000100313	2000000683	2026-05-20	CN	42041321	593401781909	U	0000100313
4000	0000100314	2000000684	2026-09-21	GB	25822003	532319573288	T	0000100314
3000	0000100315	2000000685	2026-04-13	CH	98975556	744127334421	T	THIRDPARTY
3000	0000100315	2000000686	2026-02-15	CH	98975556	744127334421	C	0000100315
3000	0000100315	2000000687	2026-09-26	CH	98975556	744127334421	T	0000100315
3000	0000100315	2000000688	2026-03-18	CH	98975556	744127334421	T	0000100315
3000	0000100316	2000000689	2026-08-30	JP	30774111	136341782356	C	0000100316
3000	0000100316	2000000690	2026-06-17	JP	30774111	136341782356	T	0000100316
3000	0000100316	2000000691	2026-07-24	JP	30774111	136341782356	T	0000100316
1000	0000100317	2000000692	2026-05-20	JP	81689555	199021881938	U	0000100317
3000	0000100318	2000000693	2026-07-02	IT	94825516	761074691769	T	0000100318
3000	0000100319	2000000694	2026-03-10	PA	83262224	652995015948	T	0000100319
3000	0000100319	2000000695	2026-08-20	PA	83262224	652995015948	U	0000100319
5000	0000100320	2000000696	2026-04-04	MY	63389493	930179367136	T	0000100320
5000	0000100320	2000000697	2026-02-26	MY	63389493	930179367136	T	0000100320
5000	0000100320	2000000698	2026-09-19	MY	63389493	930179367136	C	0000100320
4000	0000100321	2000000699	2026-06-25	IN	99544129	532997598315	U	0000100321
4000	0000100321	2000000700	2026-01-10	IN	99544129	532997598315	U	0000100321
3000	0000100322	2000000701	2026-04-26	KR	68618628	782193847539	U	0000100322
2000	0000100323	2000000702	2026-04-06	VN	32327555	219050461420	T	0000100323
2000	0000100323	2000000703	2026-02-28	VN	32327555	219050461420	T	0000100323
2000	0000100323	2000000704	2026-08-27	VN	32327555	219050461420	C	0000100323
2000	0000100323	2000000705	2026-03-20	VN	32327555	219050461420	U	0000100323
4000	0000100325	2000000706	2026-05-10	FR	81176787	923134176186	U	0000100325
4000	0000100325	2000000707	2026-04-20	GB	43050767	180042767980	U	THIRDPARTY
2000	0000100326	2000000708	2026-08-21	DE	61601145	946205479285	U	0000100326
2000	0000100327	2000000709	2026-09-30	NL	77681137	306544346616	T	0000100327
2000	0000100327	2000000710	2026-08-11	VN	21677276	477773070957	T	0000100327
2000	0000100327	2000000711	2026-06-28	NL	77681137	306544346616	U	0000100327
